ticker,cycle,arm,entry,window,excluded_by,hedge_days,carried_hedge_days,carried_leg_days,zero_bid_marks,carried_marks
GLD,21,strip,2010-02-22,estimation,,19,0,0,373,0
GLD,22,straddle,2010-03-22,estimation,,18,0,0,2,0
GLD,22,strip,2010-03-22,estimation,,18,0,0,404,0
GLD,23,straddle,2010-04-19,estimation,,24,0,0,0,0
GLD,23,strip,2010-04-19,estimation,,24,0,0,383,0
GLD,24,straddle,2010-05-24,estimation,,18,0,0,1,0
GLD,24,strip,2010-05-24,estimation,,18,0,0,401,0
GLD,25,straddle,2010-06-21,estimation,,18,0,0,0,0
GLD,25,strip,2010-06-21,estimation,,18,0,0,247,0
GLD,26,straddle,2010-07-19,estimation,,24,0,0,1,0
GLD,26,strip,2010-07-19,estimation,,24,0,0,432,0
GLD,27,straddle,2010-08-23,estimation,,18,2,2,0,0
GLD,27,strip,2010-08-23,estimation,,18,2,4,364,0
GLD,28,straddle,2010-09-20,estimation,,19,0,0,1,0
GLD,28,strip,2010-09-20,estimation,,19,0,0,167,0
GLD,29,straddle,2010-10-18,estimation,,24,0,0,0,0
GLD,29,strip,2010-10-18,estimation,,24,0,0,666,0
GLD,30,straddle,2010-11-22,estimation,,18,0,0,0,0
GLD,30,strip,2010-11-22,estimation,,18,0,0,222,0
GLD,31,straddle,2010-12-20,estimation,,22,0,0,0,0
GLD,31,strip,2010-12-20,estimation,,22,0,0,312,0
GLD,32,straddle,2011-01-24,estimation,,19,0,0,1,0
GLD,32,strip,2011-01-24,estimation,,19,0,0,389,0
GLD,33,straddle,2011-02-22,estimation,,18,0,0,0,0
GLD,33,strip,2011-02-22,estimation,,18,0,0,181,0
GLD,34,straddle,2011-03-21,estimation,,19,0,0,0,0
GLD,34,strip,2011-03-21,estimation,,19,0,0,325,0
GLD,35,straddle,2011-04-18,estimation,,23,0,0,0,0
GLD,35,strip,2011-04-18,estimation,,23,0,0,682,0
GLD,36,straddle,2011-05-23,estimation,,18,0,0,0,0
GLD,36,strip,2011-05-23,estimation,,18,0,0,507,0
GLD,37,straddle,2011-06-20,estimation,,18,0,0,0,0
GLD,37,strip,2011-06-20,estimation,,18,0,0,349,0
GLD,38,straddle,2011-07-18,estimation,,24,0,0,3,0
GLD,38,strip,2011-07-18,estimation,,24,0,0,202,0
GLD,39,straddle,2011-08-22,estimation,,18,0,0,0,0
GLD,39,strip,2011-08-22,estimation,,18,0,0,365,0
GLD,40,straddle,2011-09-19,estimation,,24,0,0,1,0
GLD,40,strip,2011-09-19,estimation,,24,0,0,452,0
GLD,41,straddle,2011-10-24,estimation,,19,0,0,0,0
GLD,41,strip,2011-10-24,estimation,,19,2,2,622,0
GLD,42,straddle,2011-11-21,estimation,,18,0,0,1,0
GLD,42,strip,2011-11-21,estimation,,18,0,0,739,0
GLD,43,straddle,2011-12-19,estimation,,21,0,0,0,0
GLD,43,strip,2011-12-19,estimation,,21,2,2,700,0
GLD,44,straddle,2012-01-23,estimation,,19,0,0,0,0
GLD,44,strip,2012-01-23,estimation,,19,0,0,608,0
GLD,45,straddle,2012-02-21,estimation,,18,1,1,1,0
GLD,45,strip,2012-02-21,estimation,,18,1,7,358,0
GLD,46,straddle,2012-03-19,estimation,,23,0,0,0,0
GLD,46,strip,2012-03-19,estimation,,23,0,0,551,0
GLD,47,straddle,2012-04-23,estimation,,19,1,1,0,0
GLD,47,strip,2012-04-23,estimation,,19,1,2,341,0
GLD,48,straddle,2012-05-21,estimation,,18,0,0,0,0
GLD,48,strip,2012-05-21,estimation,,18,0,0,569,0
GLD,49,straddle,2012-06-18,estimation,,23,0,0,0,0
GLD,49,strip,2012-06-18,estimation,,23,0,0,632,0
GLD,50,straddle,2012-07-23,estimation,,19,0,0,0,0
GLD,50,strip,2012-07-23,estimation,,19,0,0,699,0
GLD,51,straddle,2012-08-20,estimation,,23,1,1,3,0
GLD,51,strip,2012-08-20,estimation,,23,1,7,401,0
GLD,52,straddle,2012-09-24,estimation,,19,0,0,0,0
GLD,52,strip,2012-09-24,estimation,,19,0,0,267,0
GLD,53,straddle,2012-10-22,estimation,,17,0,0,0,0
GLD,53,strip,2012-10-22,estimation,,17,0,0,560,0
GLD,54,straddle,2012-11-19,estimation,,23,0,0,2,0
GLD,54,strip,2012-11-19,estimation,,23,0,0,333,0
GLD,55,straddle,2012-12-24,estimation,,17,0,0,0,0
GLD,55,strip,2012-12-24,estimation,,17,0,0,344,0
GLD,56,straddle,2013-01-22,estimation,,18,0,0,1,0
GLD,56,strip,2013-01-22,estimation,,18,0,0,277,0
GLD,57,straddle,2013-02-19,estimation,,18,0,0,0,0
GLD,57,strip,2013-02-19,estimation,,18,0,0,479,0
GLD,58,straddle,2013-03-18,estimation,,23,0,0,4,0
GLD,58,strip,2013-03-18,estimation,,23,0,0,268,0
GLD,59,straddle,2013-04-22,estimation,,19,0,0,0,0
GLD,59,strip,2013-04-22,estimation,,19,0,0,263,0
GLD,60,straddle,2013-05-20,estimation,,23,0,0,1,0
GLD,60,strip,2013-05-20,estimation,,23,0,0,566,0
GLD,61,straddle,2013-06-24,estimation,,18,0,0,0,0
GLD,61,strip,2013-06-24,estimation,,18,0,0,608,0
GLD,62,straddle,2013-07-22,estimation,,19,0,0,0,0
GLD,62,strip,2013-07-22,estimation,,19,0,0,387,0
GLD,63,straddle,2013-08-19,estimation,,23,0,0,0,0
GLD,63,strip,2013-08-19,estimation,,23,0,0,478,0
GLD,64,straddle,2013-09-23,estimation,,19,0,0,0,0
GLD,64,strip,2013-09-23,estimation,,19,0,0,302,0
GLD,65,straddle,2013-10-21,estimation,,19,0,0,0,0
GLD,65,strip,2013-10-21,estimation,,19,0,0,309,0
GLD,66,straddle,2013-11-18,estimation,,23,0,0,0,0
GLD,66,strip,2013-11-18,estimation,,23,0,0,296,0
GLD,67,straddle,2013-12-23,estimation,,17,0,0,0,0
GLD,67,strip,2013-12-23,estimation,,17,0,0,377,0
GLD,68,straddle,2014-01-21,estimation,,22,0,0,0,0
GLD,68,strip,2014-01-21,estimation,,22,0,0,195,0
GLD,69,straddle,2014-02-24,estimation,,19,0,0,0,0
GLD,69,strip,2014-02-24,estimation,,19,0,0,319,0
GLD,70,straddle,2014-03-24,estimation,,18,0,0,0,0
GLD,70,strip,2014-03-24,estimation,,18,0,0,326,0
GLD,71,straddle,2014-04-21,estimation,,19,0,0,0,0
GLD,71,strip,2014-04-21,estimation,,19,0,0,305,0
GLD,72,straddle,2014-05-19,estimation,,23,0,0,0,0
GLD,72,strip,2014-05-19,estimation,,23,0,0,405,0
GLD,73,straddle,2014-06-23,estimation,,18,0,0,0,0
GLD,73,strip,2014-06-23,estimation,,18,0,0,239,0
GLD,74,straddle,2014-07-21,estimation,,19,0,0,0,0
GLD,74,strip,2014-07-21,estimation,,19,0,0,181,0
GLD,75,straddle,2014-08-18,estimation,,23,1,1,1,0
GLD,75,strip,2014-08-18,estimation,,23,1,9,269,0
GLD,76,straddle,2014-09-22,estimation,,19,0,0,0,0
GLD,76,strip,2014-09-22,estimation,,19,0,0,252,0
GLD,77,straddle,2014-10-20,estimation,,24,0,0,1,0
GLD,77,strip,2014-10-20,estimation,,24,0,0,688,0
GLD,78,straddle,2014-11-24,estimation,,18,0,0,0,0
GLD,78,strip,2014-11-24,estimation,,18,0,0,396,0
GLD,79,straddle,2014-12-22,estimation,,17,0,0,0,0
GLD,79,strip,2014-12-22,estimation,,17,0,0,346,0
GLD,80,straddle,2015-01-20,estimation,,22,0,0,2,0
GLD,80,strip,2015-01-20,estimation,,22,2,2,610,0
GLD,81,straddle,2015-02-23,estimation,,19,0,0,1,0
GLD,81,strip,2015-02-23,estimation,,19,0,0,368,0
GLD,82,straddle,2015-03-23,estimation,,18,0,0,0,0
GLD,82,strip,2015-03-23,estimation,,18,0,0,536,0
GLD,83,straddle,2015-04-20,estimation,,19,0,0,0,0
GLD,83,strip,2015-04-20,estimation,,19,0,0,335,0
GLD,84,straddle,2015-05-18,estimation,,23,0,0,0,0
GLD,84,strip,2015-05-18,estimation,,23,0,0,573,0
GLD,85,straddle,2015-06-22,estimation,,18,0,0,1,0
GLD,85,strip,2015-06-22,estimation,,18,0,0,250,0
GLD,86,straddle,2015-07-20,estimation,,24,1,1,1,0
GLD,86,strip,2015-07-20,estimation,,24,1,1,672,0
GLD,87,straddle,2015-08-24,estimation,,18,0,0,0,0
GLD,87,strip,2015-08-24,estimation,,18,0,0,572,0
GLD,88,straddle,2015-09-21,estimation,,19,0,0,2,0
GLD,88,strip,2015-09-21,estimation,,19,1,1,297,0
GLD,89,straddle,2015-10-19,estimation,,24,1,1,2,0
GLD,89,strip,2015-10-19,estimation,,24,0,0,564,0
GLD,90,straddle,2015-11-23,estimation,,18,0,0,0,0
GLD,90,strip,2015-11-23,estimation,,18,0,0,287,0
GLD,91,straddle,2015-12-21,estimation,,17,0,0,0,0
GLD,91,strip,2015-12-21,estimation,,17,0,0,336,0
GLD,92,straddle,2016-01-19,estimation,,22,0,0,6,0
GLD,92,strip,2016-01-19,estimation,,22,0,0,439,0
GLD,93,straddle,2016-02-22,estimation,,19,0,0,1,0
GLD,93,strip,2016-02-22,estimation,,19,0,0,628,0
GLD,94,straddle,2016-03-21,estimation,,18,0,0,0,0
GLD,94,strip,2016-03-21,estimation,,18,0,0,500,0
GLD,95,straddle,2016-04-18,estimation,,24,0,0,0,0
GLD,95,strip,2016-04-18,estimation,,24,0,0,601,0
GLD,96,straddle,2016-05-23,estimation,,18,0,0,0,0
GLD,96,strip,2016-05-23,estimation,,18,1,1,383,0
GLD,97,straddle,2016-06-20,estimation,,18,1,1,1,0
GLD,97,strip,2016-06-20,estimation,,18,1,3,501,0
GLD,98,straddle,2016-07-18,estimation,,24,0,0,0,0
GLD,98,strip,2016-07-18,estimation,,24,0,0,617,0
GLD,99,straddle,2016-08-22,estimation,,18,0,0,0,0
GLD,99,strip,2016-08-22,estimation,,18,0,0,337,0
GLD,100,straddle,2016-09-19,estimation,,24,0,0,2,0
GLD,100,strip,2016-09-19,estimation,,24,0,0,500,0
GLD,101,straddle,2016-10-24,estimation,,19,0,0,1,0
GLD,101,strip,2016-10-24,estimation,,19,0,0,202,0
GLD,102,straddle,2016-11-21,estimation,,18,0,0,1,0
GLD,102,strip,2016-11-21,estimation,,18,0,0,243,0
GLD,103,straddle,2016-12-19,estimation,,21,1,1,3,0
GLD,103,strip,2016-12-19,estimation,,21,1,2,478,0
GLD,104,straddle,2017-01-23,estimation,,19,0,0,0,0
GLD,104,strip,2017-01-23,estimation,,19,0,0,453,0
GLD,105,straddle,2017-02-21,estimation,,18,0,0,0,0
GLD,105,strip,2017-02-21,estimation,,18,0,0,298,0
GLD,106,straddle,2017-03-20,estimation,,23,0,0,3,0
GLD,106,strip,2017-03-20,estimation,,23,0,0,394,0
GLD,107,straddle,2017-04-24,estimation,,19,1,1,0,0
GLD,107,strip,2017-04-24,estimation,,19,3,3,224,0
GLD,108,straddle,2017-05-22,estimation,,18,0,0,0,0
GLD,108,strip,2017-05-22,estimation,,18,0,0,242,0
GLD,109,straddle,2017-06-19,estimation,,23,0,0,0,0
GLD,109,strip,2017-06-19,estimation,,23,0,0,304,0
GLD,110,straddle,2017-07-24,estimation,,19,0,0,1,0
GLD,110,strip,2017-07-24,estimation,,19,0,0,305,0
GLD,111,straddle,2017-08-21,estimation,,18,0,0,1,0
GLD,111,strip,2017-08-21,estimation,,18,0,0,290,0
GLD,112,straddle,2017-09-18,estimation,,24,0,0,0,0
GLD,112,strip,2017-09-18,estimation,,24,0,0,439,0
GLD,113,straddle,2017-10-23,estimation,,19,0,0,0,0
GLD,113,strip,2017-10-23,estimation,,19,0,0,285,0
GLD,114,straddle,2017-11-20,estimation,,18,0,0,1,0
GLD,114,strip,2017-11-20,estimation,,18,0,0,170,0
GLD,115,straddle,2017-12-18,estimation,,21,0,0,2,0
GLD,115,strip,2017-12-18,estimation,,21,1,1,247,0
GLD,116,straddle,2018-01-22,estimation,,19,0,0,0,0
GLD,116,strip,2018-01-22,estimation,,19,0,0,159,0
GLD,117,straddle,2018-02-20,estimation,,18,0,0,0,0
GLD,117,strip,2018-02-20,estimation,,18,0,0,378,0
GLD,118,straddle,2018-03-19,estimation,,23,0,0,1,0
GLD,118,strip,2018-03-19,estimation,,23,0,0,298,0
GLD,119,straddle,2018-04-23,estimation,,19,1,1,1,0
GLD,119,strip,2018-04-23,estimation,,19,2,2,307,0
GLD,120,straddle,2018-05-21,estimation,,18,0,0,0,0
GLD,120,strip,2018-05-21,estimation,,18,0,0,291,0
GLD,121,straddle,2018-06-18,estimation,,23,0,0,3,0
GLD,121,strip,2018-06-18,estimation,,23,0,0,379,0
GLD,122,straddle,2018-07-23,estimation,,19,0,0,0,0
GLD,122,strip,2018-07-23,estimation,,19,0,0,173,0
GLD,123,straddle,2018-08-20,estimation,,23,0,0,0,0
GLD,123,strip,2018-08-20,estimation,,23,0,0,448,0
GLD,124,straddle,2018-09-24,estimation,,19,0,0,0,0
GLD,124,strip,2018-09-24,estimation,,19,0,0,184,0
GLD,125,straddle,2018-10-22,estimation,,19,0,0,0,0
GLD,125,strip,2018-10-22,estimation,,19,0,0,302,0
GLD,126,straddle,2018-11-19,estimation,,22,0,0,0,0
GLD,126,strip,2018-11-19,estimation,,22,0,0,369,0
GLD,127,straddle,2018-12-24,estimation,,17,0,0,0,0
GLD,127,strip,2018-12-24,estimation,,17,0,0,228,0
GLD,128,straddle,2019-01-22,estimation,,18,0,0,1,0
GLD,128,strip,2019-01-22,estimation,,18,0,0,380,0
GLD,129,straddle,2019-02-19,estimation,,18,1,1,4,0
GLD,129,strip,2019-02-19,estimation,,18,1,1,343,0
GLD,130,straddle,2019-03-18,estimation,,23,0,0,2,0
GLD,130,strip,2019-03-18,estimation,,23,1,3,282,0
GLD,131,straddle,2019-04-22,estimation,,19,0,0,0,0
GLD,131,strip,2019-04-22,estimation,,19,0,0,202,0
GLD,132,straddle,2019-05-20,estimation,,23,6,6,3,0
GLD,132,strip,2019-05-20,estimation,,23,6,19,240,0
GLD,133,straddle,2019-06-24,estimation,,18,0,0,0,0
GLD,133,strip,2019-06-24,estimation,,18,0,0,205,0
GLD,134,straddle,2019-07-22,estimation,,19,0,0,2,0
GLD,134,strip,2019-07-22,estimation,,19,0,0,138,0
GLD,135,straddle,2019-08-19,estimation,,23,0,0,0,0
GLD,135,strip,2019-08-19,estimation,,23,0,0,321,0
GLD,136,straddle,2019-09-23,estimation,,19,0,0,0,0
GLD,136,strip,2019-09-23,estimation,,19,0,0,331,0
GLD,137,straddle,2019-10-21,estimation,,19,0,0,0,0
GLD,137,strip,2019-10-21,estimation,,19,0,0,364,0
GLD,138,straddle,2019-11-18,estimation,,23,0,0,0,0
GLD,138,strip,2019-11-18,estimation,,23,0,0,419,0
GLD,139,straddle,2019-12-23,estimation,,17,2,2,2,0
GLD,139,strip,2019-12-23,estimation,,17,2,8,229,0
GLD,140,straddle,2020-01-21,estimation,,22,0,0,0,0
GLD,140,strip,2020-01-21,estimation,,22,0,0,268,0
GLD,141,straddle,2020-02-24,estimation,,19,0,0,1,0
GLD,141,strip,2020-02-24,estimation,,19,0,0,154,0
GLD,142,straddle,2020-03-23,estimation,,18,0,0,1,0
GLD,142,strip,2020-03-23,estimation,,18,0,0,442,0
GLD,143,straddle,2020-04-20,estimation,,19,0,0,0,0
GLD,143,strip,2020-04-20,estimation,,19,0,0,601,0
GLD,144,straddle,2020-05-18,estimation,,23,0,0,0,0
GLD,144,strip,2020-05-18,estimation,,23,0,0,844,0
GLD,145,straddle,2020-06-22,estimation,,18,2,2,0,0
GLD,145,strip,2020-06-22,estimation,,18,2,2,536,0
GLD,146,straddle,2020-07-20,estimation,,24,0,0,0,0
GLD,146,strip,2020-07-20,estimation,,24,0,0,277,0
GLD,147,straddle,2020-08-24,estimation,,18,0,0,0,0
GLD,147,strip,2020-08-24,estimation,,18,0,0,747,0
GLD,148,straddle,2020-09-21,estimation,,19,0,0,0,0
GLD,148,strip,2020-09-21,estimation,,19,0,0,338,0
GLD,149,straddle,2020-10-19,estimation,,24,0,0,0,0
GLD,149,strip,2020-10-19,estimation,,24,0,0,434,0
GLD,150,straddle,2020-11-23,estimation,,18,0,0,0,0
GLD,150,strip,2020-11-23,estimation,,18,0,0,412,0
GLD,151,straddle,2020-12-21,estimation,,17,0,0,0,0
GLD,151,strip,2020-12-21,estimation,,17,0,0,246,0
GLD,152,straddle,2021-01-19,estimation,,22,1,1,1,0
GLD,152,strip,2021-01-19,estimation,,22,1,1,292,0
GLD,153,straddle,2021-02-22,estimation,,19,1,1,1,0
GLD,153,strip,2021-02-22,estimation,,19,1,1,437,0
GLD,154,straddle,2021-03-22,estimation,,18,0,0,0,0
GLD,154,strip,2021-03-22,estimation,,18,0,0,255,0
GLD,155,straddle,2021-04-19,estimation,,24,1,1,1,0
GLD,155,strip,2021-04-19,estimation,,24,1,5,259,0
GLD,156,straddle,2021-05-24,estimation,,18,0,0,0,0
GLD,156,strip,2021-05-24,estimation,,18,0,0,590,0
GLD,157,straddle,2021-06-21,estimation,,18,0,0,0,0
GLD,157,strip,2021-06-21,estimation,,18,0,0,310,0
GLD,158,straddle,2021-07-19,estimation,,24,0,0,0,0
GLD,158,strip,2021-07-19,estimation,,24,0,0,276,0
GLD,159,straddle,2021-08-23,estimation,,18,0,0,0,0
GLD,159,strip,2021-08-23,estimation,,18,0,0,396,0
GLD,160,straddle,2021-09-20,estimation,,19,0,0,0,0
GLD,160,strip,2021-09-20,estimation,,19,0,0,198,0
GLD,161,straddle,2021-10-18,estimation,,24,1,1,1,0
GLD,161,strip,2021-10-18,estimation,,24,1,9,321,0
GLD,162,straddle,2021-11-22,estimation,,18,0,0,0,0
GLD,162,strip,2021-11-22,estimation,,18,0,0,216,0
GLD,163,straddle,2021-12-20,estimation,,22,0,0,0,0
GLD,163,strip,2021-12-20,estimation,,22,0,0,480,0
GLD,164,straddle,2022-01-24,holdout,,19,0,0,0,0
GLD,164,strip,2022-01-24,holdout,,19,0,0,319,0
GLD,165,straddle,2022-02-22,holdout,,18,0,0,0,0
GLD,165,strip,2022-02-22,holdout,,18,0,0,318,0
GLD,166,straddle,2022-03-21,holdout,,18,0,0,0,0
GLD,166,strip,2022-03-21,holdout,,18,0,0,458,0
GLD,167,straddle,2022-04-18,holdout,,24,2,2,4,0
GLD,167,strip,2022-04-18,holdout,,24,2,14,383,0
GLD,168,straddle,2022-05-23,holdout,,18,0,0,0,0
GLD,168,strip,2022-05-23,holdout,,18,0,0,332,0
GLD,169,straddle,2022-06-21,holdout,,17,0,0,0,0
GLD,169,strip,2022-06-21,holdout,,17,0,0,335,0
GLD,170,straddle,2022-07-18,holdout,,24,0,0,1,0
GLD,170,strip,2022-07-18,holdout,,24,0,0,754,0
GLD,171,straddle,2022-08-22,holdout,,18,0,0,1,0
GLD,171,strip,2022-08-22,holdout,,18,0,0,302,0
GLD,172,straddle,2022-09-19,holdout,,24,0,0,1,0
GLD,172,strip,2022-09-19,holdout,,24,0,0,664,0
GLD,173,straddle,2022-10-24,holdout,,19,1,1,4,0
GLD,173,strip,2022-10-24,holdout,,19,1,4,580,0
GLD,174,straddle,2022-11-21,holdout,,18,0,0,0,0
GLD,174,strip,2022-11-21,holdout,,18,0,0,483,0
GLD,175,straddle,2022-12-19,holdout,,21,1,1,3,0
GLD,175,strip,2022-12-19,holdout,,21,2,6,324,0
GLD,176,straddle,2023-01-23,holdout,,19,0,0,2,0
GLD,176,strip,2023-01-23,holdout,,19,1,3,372,0
GLD,177,straddle,2023-02-21,holdout,,18,0,0,1,0
GLD,177,strip,2023-02-21,holdout,,18,0,0,396,0
GLD,178,straddle,2023-03-20,holdout,,23,0,0,0,0
GLD,178,strip,2023-03-20,holdout,,23,0,0,382,0
GLD,179,straddle,2023-04-24,holdout,,19,0,0,0,0
GLD,179,strip,2023-04-24,holdout,,19,0,0,318,0
GLD,180,straddle,2023-05-22,holdout,,18,0,0,0,0
GLD,180,strip,2023-05-22,holdout,,18,0,0,601,0
GLD,181,straddle,2023-06-20,holdout,,22,0,0,0,0
GLD,181,strip,2023-06-20,holdout,,22,0,0,295,0
GLD,182,straddle,2023-07-24,holdout,,19,1,1,0,0
GLD,182,strip,2023-07-24,holdout,,19,1,5,346,0
GLD,183,straddle,2023-08-21,holdout,,18,0,0,0,0
GLD,183,strip,2023-08-21,holdout,,18,0,0,411,0
GLD,184,straddle,2023-09-18,holdout,,24,4,4,0,0
GLD,184,strip,2023-09-18,holdout,,24,5,25,155,0
GLD,185,straddle,2023-10-23,holdout,,19,0,0,0,0
GLD,185,strip,2023-10-23,holdout,,19,0,0,404,0
GLD,186,straddle,2023-11-20,holdout,,18,0,0,0,0
GLD,186,strip,2023-11-20,holdout,,18,0,0,321,0
GLD,187,straddle,2023-12-18,holdout,,21,0,0,0,0
GLD,187,strip,2023-12-18,holdout,,21,0,0,342,0
GLD,188,straddle,2024-01-22,holdout,,19,0,0,0,0
GLD,188,strip,2024-01-22,holdout,,19,0,0,440,0
GLD,189,straddle,2024-02-20,holdout,,18,0,0,2,0
GLD,189,strip,2024-02-20,holdout,,18,0,0,200,0
GLD,190,straddle,2024-03-18,holdout,,23,0,0,3,0
GLD,190,strip,2024-03-18,holdout,,23,0,0,419,0
GLD,191,straddle,2024-04-22,holdout,,19,0,0,0,0
GLD,191,strip,2024-04-22,holdout,,19,0,0,595,0
GLD,192,straddle,2024-05-20,holdout,,22,6,6,0,0
GLD,192,strip,2024-05-20,holdout,,22,6,7,567,0
GLD,193,straddle,2024-06-24,holdout,,18,0,0,0,0
GLD,193,strip,2024-06-24,holdout,,18,0,0,471,0
GLD,194,straddle,2024-07-22,holdout,,19,0,0,0,0
GLD,194,strip,2024-07-22,holdout,,19,0,0,235,0
GLD,195,straddle,2024-08-19,holdout,,23,0,0,0,0
GLD,195,strip,2024-08-19,holdout,,23,0,0,866,0
GLD,196,straddle,2024-09-23,holdout,,19,0,0,0,0
GLD,196,strip,2024-09-23,holdout,,19,0,0,626,0
GLD,197,straddle,2024-10-21,holdout,,19,0,0,0,0
GLD,197,strip,2024-10-21,holdout,,19,2,3,309,0
GLD,198,straddle,2024-11-18,holdout,,23,0,0,0,0
GLD,198,strip,2024-11-18,holdout,,23,0,0,752,0
GLD,199,straddle,2024-12-23,holdout,,16,0,0,0,0
GLD,199,strip,2024-12-23,holdout,,16,0,0,433,0
GLD,200,straddle,2025-01-21,holdout,,22,8,8,1,0
GLD,200,strip,2025-01-21,holdout,,22,10,32,458,0
GLD,201,straddle,2025-02-24,holdout,,19,0,0,0,0
GLD,201,strip,2025-02-24,holdout,,19,0,0,428,0
GLD,202,straddle,2025-03-24,holdout,,18,0,0,0,0
GLD,202,strip,2025-03-24,holdout,,18,0,0,76,0
GLD,203,straddle,2025-04-21,holdout,,19,0,0,0,0
GLD,203,strip,2025-04-21,holdout,,19,2,4,262,0
GLD,204,straddle,2025-05-19,holdout,,22,0,0,0,0
GLD,204,strip,2025-05-19,holdout,,22,0,0,479,0
GLD,205,straddle,2025-06-23,holdout,,18,0,0,0,0
GLD,205,strip,2025-06-23,holdout,,18,0,0,1019,0
GLD,206,straddle,2025-07-21,holdout,,19,0,0,0,0
GLD,206,strip,2025-07-21,holdout,,19,0,0,649,0
SLV,1,straddle,2008-12-22,estimation,,17,0,0,2,0
SLV,1,strip,2008-12-22,estimation,rule 2 floor,17,0,0,43,0
SLV,2,straddle,2009-01-20,estimation,,22,0,0,9,0
SLV,2,strip,2009-01-20,estimation,rule 2 floor,22,1,1,45,0
SLV,3,straddle,2009-02-23,estimation,,19,0,0,8,0
SLV,3,strip,2009-02-23,estimation,rule 2 floor,19,0,0,114,0
SLV,4,straddle,2009-03-23,estimation,,18,0,0,8,0
SLV,4,strip,2009-03-23,estimation,rule 2 floor,18,0,0,62,0
SLV,5,straddle,2009-04-20,estimation,,19,1,1,8,0
SLV,5,strip,2009-04-20,estimation,rule 2 floor,19,1,3,33,0
SLV,6,straddle,2009-05-18,estimation,,23,0,0,0,0
SLV,6,strip,2009-05-18,estimation,rule 2 floor,23,0,0,41,0
SLV,7,straddle,2009-06-22,estimation,,18,0,0,0,0
SLV,7,strip,2009-06-22,estimation,rule 2 floor,18,0,0,41,0
SLV,8,straddle,2009-07-20,estimation,,24,0,0,6,0
SLV,8,strip,2009-07-20,estimation,rule 2 floor,24,0,0,54,0
SLV,9,straddle,2009-08-24,estimation,,18,6,6,8,0
SLV,9,strip,2009-08-24,estimation,rule 2 floor,18,7,14,27,0
SLV,10,straddle,2009-09-21,estimation,,19,0,0,1,0
SLV,10,strip,2009-09-21,estimation,rule 2 floor,19,4,4,57,0
SLV,11,straddle,2009-10-19,estimation,,24,0,0,0,0
SLV,11,strip,2009-10-19,estimation,rule 2 floor,24,0,0,42,0
SLV,12,straddle,2009-11-23,estimation,,18,0,0,1,0
SLV,12,strip,2009-11-23,estimation,rule 2 floor,18,0,0,42,0
SLV,13,straddle,2009-12-21,estimation,,17,2,2,1,0
